kb_id	mention_id	root_uid
NILE21627	EMJC002YF1M.001272	JC002YF1M
NILE21646	EMJC002YF1M.001306	JC002YF1M
NILE21646	EMJC002YF1M.001319	JC002YF1M
NILE21631	EMJC002YF1M.001332	JC002YF1M
NILE21620	EMJC002YF1M.001366	JC002YF1M
NILE21621	EMJC002YF1M.001379	JC002YF1M
NILE21640	EMJC002YF1M.001413	JC002YF1M
NILE21640	EMJC002YF1M.001426	JC002YF1M
NILE21641	EMJC002YF1M.001439	JC002YF1M
NILE21641	EMJC002YF1M.001452	JC002YF1M
NILE21654	EMJC002YF1M.001486	JC002YF1M
NILE21656	EMJC002YF1M.001499	JC002YF1M
NILE21640	EMJC002YF1M.001512	JC002YF1M
NILE21650	EMJC002YF1M.001525	JC002YF1M
NILE21656	EMJC002YF1M.001538	JC002YF1M
NILE21656	EMJC002YF1M.001551	JC002YF1M
NILE21650	EMJC002YF1M.001564	JC002YF1M
NILE21657	EMJC002YF1M.001577	JC002YF1M
NILE21658	EMJC002YF1M.001590	JC002YF1M
NILE21658	EMJC002YF1M.001603	JC002YF1M
NILE21657	EMJC002YF1M.001616	JC002YF1M
NILE21644	EMJC002YF1M.001629	JC002YF1M
NILE21644	EMJC002YF1M.001642	JC002YF1M
NILE21642	EMJC002YF1M.001655	JC002YF1M
NILE21643	EMJC002YF1M.001668	JC002YF1M
NILE21643	EMJC002YF1M.001681	JC002YF1M
NILE21633	EMJC002YF1M.001715	JC002YF1M
NILE21634	EMJC002YF1M.001728	JC002YF1M
NILE21635	EMJC002YF1M.001741	JC002YF1M
NILE21636	EMJC002YF1M.001754	JC002YF1M
NILE21639	EMJC002YF1M.001788	JC002YF1M
NILE21639	EMJC002YF1M.001801	JC002YF1M
NILR21622	RMJC002YF1M.000144	JC002YF1M
NILR21620	RMJC002YF1M.000742	JC002YF1M
NILR21623	RMJC002YF1M.000836	JC002YF1M
NILR21621	RMJC002YF1M.001011	JC002YF1M
NILV21638	VMJC002YF1M.000003	JC002YF1M
NILV21630	VMJC002YF1M.000037	JC002YF1M
NILV21631	VMJC002YF1M.000084	JC002YF1M
NILV21641	VMJC002YF1M.000191	JC002YF1M
NILV21645	VMJC002YF1M.000264	JC002YF1M
NILV21630	VMJC002YF1M.000311	JC002YF1M
NILV21642	VMJC002YF1M.000358	JC002YF1M
NILV21646	VMJC002YF1M.000392	JC002YF1M
NILV21643	VMJC002YF1M.000439	JC002YF1M
NILV21633	VMJC002YF1M.000486	JC002YF1M
NILV21639	VMJC002YF1M.000546	JC002YF1M
NILV21640	VMJC002YF1M.000580	JC002YF1M
NILV21647	VMJC002YF1M.000614	JC002YF1M
NILV21648	VMJC002YF1M.000648	JC002YF1M
NILV21644	VMJC002YF1M.000695	JC002YF1M
NILV21634	VMJC002YF1M.000789	JC002YF1M
NILV21635	VMJC002YF1M.000883	JC002YF1M
NILV21635	VMJC002YF1M.000930	JC002YF1M
NILV21636	VMJC002YF1M.000964	JC002YF1M
NILV21637	VMJC002YF1M.001058	JC002YF1M
NILE20542	EMJC002YFXO.000024	JC002YFXO
NILE20591	EMJC002YFXO.000037	JC002YFXO
NILE20581	EMJC002YFXO.000050	JC002YFXO
NILE20581	EMJC002YFXO.000097	JC002YFXO
NILE20542	EMJC002YFXO.000110	JC002YFXO
NILE20591	EMJC002YFXO.000123	JC002YFXO
NILE20581	EMJC002YFXO.000157	JC002YFXO
NILE20591	EMJC002YFXO.000170	JC002YFXO
NILE20543	EMJC002YFXO.000183	JC002YFXO
NILE20542	EMJC002YFXO.000230	JC002YFXO
NILE20564	EMJC002YFXO.000243	JC002YFXO
NILE20594	EMJC002YFXO.000277	JC002YFXO
NILE20591	EMJC002YFXO.000290	JC002YFXO
NILE20542	EMJC002YFXO.000303	JC002YFXO
NILE20569	EMJC002YFXO.000350	JC002YFXO
NILE20581	EMJC002YFXO.000384	JC002YFXO
NILE20560	EMJC002YFXO.000397	JC002YFXO
NILE20569	EMJC002YFXO.000431	JC002YFXO
NILE20591	EMJC002YFXO.000491	JC002YFXO
NILE20581	EMJC002YFXO.000504	JC002YFXO
NILE20542	EMJC002YFXO.000559	JC002YFXO
NILE20581	EMJC002YFXO.000572	JC002YFXO
NILE20591	EMJC002YFXO.000585	JC002YFXO
NILE20583	EMJC002YFXO.000598	JC002YFXO
NILE20583	EMJC002YFXO.000632	JC002YFXO
NILE20561	EMJC002YFXO.000645	JC002YFXO
NILE20570	EMJC002YFXO.000679	JC002YFXO
NILE20540	EMJC002YFXO.000713	JC002YFXO
NILE20584	EMJC002YFXO.000726	JC002YFXO
NILE20547	EMJC002YFXO.000773	JC002YFXO
NILE20547	EMJC002YFXO.000786	JC002YFXO
NILE20540	EMJC002YFXO.000799	JC002YFXO
NILE20581	EMJC002YFXO.000833	JC002YFXO
NILE20542	EMJC002YFXO.000846	JC002YFXO
NILE20591	EMJC002YFXO.000859	JC002YFXO
NILE20565	EMJC002YFXO.000893	JC002YFXO
NILE20569	EMJC002YFXO.000906	JC002YFXO
NILE20571	EMJC002YFXO.000940	JC002YFXO
NILE20570	EMJC002YFXO.000953	JC002YFXO
NILE20542	EMJC002YFXO.000987	JC002YFXO
NILE20566	EMJC002YFXO.001000	JC002YFXO
NILE20542	EMJC002YFXO.001034	JC002YFXO
NILE20593	EMJC002YFXO.001047	JC002YFXO
NILE20540	EMJC002YFXO.001060	JC002YFXO
NILE20542	EMJC002YFXO.001094	JC002YFXO
NILE20593	EMJC002YFXO.001107	JC002YFXO
NILE20577	EMJC002YFXO.001120	JC002YFXO
NILE20592	EMJC002YFXO.001133	JC002YFXO
NILE20542	EMJC002YFXO.001167	JC002YFXO
NILE20593	EMJC002YFXO.001180	JC002YFXO
NILE20577	EMJC002YFXO.001193	JC002YFXO
NILE20592	EMJC002YFXO.001206	JC002YFXO
NILE20577	EMJC002YFXO.001287	JC002YFXO
NILE20569	EMJC002YFXO.001321	JC002YFXO
NILE20562	EMJC002YFXO.001402	JC002YFXO
NILE20593	EMJC002YFXO.001415	JC002YFXO
NILE20581	EMJC002YFXO.001449	JC002YFXO
NILE20542	EMJC002YFXO.001462	JC002YFXO
NILE20541	EMJC002YFXO.001530	JC002YFXO
NILE20572	EMJC002YFXO.001564	JC002YFXO
NILE20542	EMJC002YFXO.001611	JC002YFXO
NILE20578	EMJC002YFXO.001624	JC002YFXO
NILE20542	EMJC002YFXO.001658	JC002YFXO
NILE20541	EMJC002YFXO.001671	JC002YFXO
NILE20581	EMJC002YFXO.001705	JC002YFXO
NILE20540	EMJC002YFXO.001718	JC002YFXO
NILE20542	EMJC002YFXO.001731	JC002YFXO
NILE20548	EMJC002YFXO.001838	JC002YFXO
NILE20540	EMJC002YFXO.001872	JC002YFXO
NILE20540	EMJC002YFXO.001885	JC002YFXO
NILE20540	EMJC002YFXO.001898	JC002YFXO
NILE20540	EMJC002YFXO.001911	JC002YFXO
NILE20540	EMJC002YFXO.001924	JC002YFXO
NILE20540	EMJC002YFXO.001937	JC002YFXO
NILE20540	EMJC002YFXO.001950	JC002YFXO
NILE20540	EMJC002YFXO.001963	JC002YFXO
NILE20579	EMJC002YFXO.001997	JC002YFXO
NILE20580	EMJC002YFXO.002010	JC002YFXO
NILE20577	EMJC002YFXO.002023	JC002YFXO
NILE20577	EMJC002YFXO.002036	JC002YFXO
NILE20541	EMJC002YFXO.002049	JC002YFXO
NILE20541	EMJC002YFXO.002062	JC002YFXO
NILE20541	EMJC002YFXO.002075	JC002YFXO
NILE20591	EMJC002YFXO.002109	JC002YFXO
NILE20567	EMJC002YFXO.002156	JC002YFXO
NILE20567	EMJC002YFXO.002169	JC002YFXO
NILE20568	EMJC002YFXO.002182	JC002YFXO
NILE20542	EMJC002YFXO.002229	JC002YFXO
NILE20543	EMJC002YFXO.002242	JC002YFXO
NILE20542	EMJC002YFXO.002255	JC002YFXO
NILE20544	EMJC002YFXO.002268	JC002YFXO
NILE20542	EMJC002YFXO.002281	JC002YFXO
NILE20542	EMJC002YFXO.002294	JC002YFXO
NILE20542	EMJC002YFXO.002307	JC002YFXO
NILE20545	EMJC002YFXO.002320	JC002YFXO
NILE20544	EMJC002YFXO.002333	JC002YFXO
NILE20542	EMJC002YFXO.002346	JC002YFXO
NILE20546	EMJC002YFXO.002359	JC002YFXO
NILE20542	EMJC002YFXO.002372	JC002YFXO
NILE20542	EMJC002YFXO.002385	JC002YFXO
NILE20542	EMJC002YFXO.002398	JC002YFXO
NILE20542	EMJC002YFXO.002411	JC002YFXO
NILE20542	EMJC002YFXO.002424	JC002YFXO
NILE20542	EMJC002YFXO.002437	JC002YFXO
NILE20542	EMJC002YFXO.002450	JC002YFXO
NILE20542	EMJC002YFXO.002463	JC002YFXO
NILE20542	EMJC002YFXO.002476	JC002YFXO
NILE20542	EMJC002YFXO.002489	JC002YFXO
NILE20542	EMJC002YFXO.002502	JC002YFXO
NILE20544	EMJC002YFXO.002515	JC002YFXO
NILE20542	EMJC002YFXO.002528	JC002YFXO
NILE20542	EMJC002YFXO.002541	JC002YFXO
NILE20546	EMJC002YFXO.002554	JC002YFXO
NILE20542	EMJC002YFXO.002567	JC002YFXO
NILE20549	EMJC002YFXO.002622	JC002YFXO
NILE20563	EMJC002YFXO.002656	JC002YFXO
NILE20563	EMJC002YFXO.002669	JC002YFXO
NILE20563	EMJC002YFXO.002682	JC002YFXO
NILE20573	EMJC002YFXO.002716	JC002YFXO
NILE20569	EMJC002YFXO.002729	JC002YFXO
NILE20575	EMJC002YFXO.002755	JC002YFXO
NILE20569	EMJC002YFXO.002768	JC002YFXO
NILE20573	EMJC002YFXO.002781	JC002YFXO
NILE20573	EMJC002YFXO.002794	JC002YFXO
NILE20569	EMJC002YFXO.002807	JC002YFXO
NILE20576	EMJC002YFXO.002820	JC002YFXO
NILE20570	EMJC002YFXO.002854	JC002YFXO
NILE20570	EMJC002YFXO.002867	JC002YFXO
NILE20570	EMJC002YFXO.002880	JC002YFXO
NILE20570	EMJC002YFXO.002893	JC002YFXO
NILE20570	EMJC002YFXO.002906	JC002YFXO
NILE20571	EMJC002YFXO.002919	JC002YFXO
NILE20571	EMJC002YFXO.002932	JC002YFXO
NILE20575	EMJC002YFXO.002945	JC002YFXO
NILE20563	EMJC002YFXO.002958	JC002YFXO
NILE20582	EMJC002YFXO.003013	JC002YFXO
NILE20585	EMJC002YFXO.003026	JC002YFXO
NILE20581	EMJC002YFXO.003039	JC002YFXO
NILE20583	EMJC002YFXO.003052	JC002YFXO
NILE20583	EMJC002YFXO.003065	JC002YFXO
NILE20586	EMJC002YFXO.003078	JC002YFXO
NILE20587	EMJC002YFXO.003091	JC002YFXO
NILE20588	EMJC002YFXO.003104	JC002YFXO
NILE20581	EMJC002YFXO.003117	JC002YFXO
NILE20581	EMJC002YFXO.003130	JC002YFXO
NILE20581	EMJC002YFXO.003143	JC002YFXO
NILE20581	EMJC002YFXO.003156	JC002YFXO
NILE20574	EMJC002YFXO.003169	JC002YFXO
NILE20581	EMJC002YFXO.003182	JC002YFXO
NILE20589	EMJC002YFXO.003195	JC002YFXO
NILE20571	EMJC002YFXO.003208	JC002YFXO
NILE20551	EMJC002YFXO.003242	JC002YFXO
NILE20552	EMJC002YFXO.003255	JC002YFXO
NILE20553	EMJC002YFXO.003268	JC002YFXO
NILE20554	EMJC002YFXO.003281	JC002YFXO
NILE20555	EMJC002YFXO.003294	JC002YFXO
NILE20556	EMJC002YFXO.003307	JC002YFXO
NILE20557	EMJC002YFXO.003320	JC002YFXO
NILE20556	EMJC002YFXO.003354	JC002YFXO
NILE20558	EMJC002YFXO.003367	JC002YFXO
NILE20558	EMJC002YFXO.003380	JC002YFXO
NILE20559	EMJC002YFXO.003393	JC002YFXO
NILE20550	EMJC002YFXO.003427	JC002YFXO
NILE20590	EMJC002YFXO.003440	JC002YFXO
NILR20540	RMJC002YFXO.000316	JC002YFXO
NILR20541	RMJC002YFXO.000363	JC002YFXO
NILR20542	RMJC002YFXO.000611	JC002YFXO
NILR20544	RMJC002YFXO.001381	JC002YFXO
NILR20543	RMJC002YFXO.003406	JC002YFXO
NILV20551	VMJC002YFXO.000003	JC002YFXO
NILV20552	VMJC002YFXO.000076	JC002YFXO
NILV20553	VMJC002YFXO.000136	JC002YFXO
NILV20547	VMJC002YFXO.000196	JC002YFXO
NILV20554	VMJC002YFXO.000256	JC002YFXO
NILV20541	VMJC002YFXO.000410	JC002YFXO
NILV20555	VMJC002YFXO.000517	JC002YFXO
NILV20555	VMJC002YFXO.000538	JC002YFXO
NILV20542	VMJC002YFXO.000658	JC002YFXO
NILV20540	VMJC002YFXO.000692	JC002YFXO
NILV20540	VMJC002YFXO.000752	JC002YFXO
NILV20557	VMJC002YFXO.000812	JC002YFXO
NILV20546	VMJC002YFXO.000872	JC002YFXO
NILV20542	VMJC002YFXO.000919	JC002YFXO
NILV20543	VMJC002YFXO.000966	JC002YFXO
NILV20558	VMJC002YFXO.001013	JC002YFXO
NILV20548	VMJC002YFXO.001073	JC002YFXO
NILV20559	VMJC002YFXO.001146	JC002YFXO
NILV20562	VMJC002YFXO.001266	JC002YFXO
NILV20560	VMJC002YFXO.001428	JC002YFXO
NILV20541	VMJC002YFXO.001496	JC002YFXO
NILV20563	VMJC002YFXO.001543	JC002YFXO
NILV20549	VMJC002YFXO.001590	JC002YFXO
NILV20550	VMJC002YFXO.001637	JC002YFXO
NILV20555	VMJC002YFXO.001684	JC002YFXO
